test_row_index,test_id,original_text,normalized_text,base_label,override_label,applied,train_match_count,train_match_ids,train_match_labels,reason
231,1699,"Goodbye, but did anyone check why the tests are still","goodbye, but did anyone check why the tests are still",0,,False,0,,,no_exact_train_match
232,1499,Nope. That should cover it,nope. that should cover it,1,,False,0,,,no_exact_train_match
233,140,yeah I definitely need to schedule that dentist appointment for next Tuesday at 2 pm,yeah i definitely need to schedule that dentist appointment for next tuesday at 2 pm,1,,False,0,,,no_exact_train_match
234,1411,I have no preference but can I get a phone number to one of them,i have no preference but can i get a phone number to one of them,1,,False,0,,,no_exact_train_match
235,1068,I need help with optimizing optimizing the way I communicate with you so that,i need help with optimizing optimizing the way i communicate with you so that,0,,False,0,,,no_exact_train_match
236,290,could you help me find the file that has the uh you know the one with all the um,could you help me find the file that has the uh you know the one with all the um,0,,False,0,,,no_exact_train_match
237,1247,Not my problem,not my problem,1,,False,0,,,no_exact_train_match
238,1402,I started taking notes but then the presentation just kind of,i started taking notes but then the presentation just kind of,0,,False,0,,,no_exact_train_match
239,1393,"I'm not sure if we should-- I checked, and we definitely need graphing paper","i'm not sure if we should-- i checked, and we definitely need graphing paper",1,,False,0,,,no_exact_train_match
240,359,"The repository name is project-alpha- correction, project-beta main","the repository name is project-alpha- correction, project-beta main",1,,False,0,,,no_exact_train_match
241,1663,"Actually, I'm in the mood for Cantonese food. Are there any like that","actually, i'm in the mood for cantonese food. are there any like that",1,,False,0,,,no_exact_train_match
242,1117,"I need to update my payment method, my expired payment method please","i need to update my payment method, my expired payment method please",1,,False,0,,,no_exact_train_match
243,1465,the board of directors approved I already heard our proposal for international expansion,the board of directors approved i already heard our proposal for international expansion,1,,False,0,,,no_exact_train_match
244,82,Invoice #RT-789 shows a balance of,invoice #rt-789 shows a balance of,0,,False,0,,,no_exact_train_match
245,47,Either one is fine. I need to book it for 5 nights on Wednesday. There are 4 people,either one is fine. i need to book it for 5 nights on wednesday. there are 4 people,1,,False,0,,,no_exact_train_match
246,980,Who's handling the presentation? The quarterly presentation next week,who's handling the presentation? the quarterly presentation next week,1,,False,0,,,no_exact_train_match
247,150,oh yeah she definitely said the meeting starts at nine oclock sharp,oh yeah she definitely said the meeting starts at nine oclock sharp,1,,False,0,,,no_exact_train_match
248,767,"Right right, just like in that training video we watched","right right, just like in that training video we watched",1,1,False,1,750,1,diagnostic_only_count_lt_2
249,1216,can someone explain why the oh i found the documentation in the wiki,can someone explain why the oh i found the documentation in the wiki,1,,False,0,,,no_exact_train_match
250,499,"Hey, remember that time when we were all at the beach and","hey, remember that time when we were all at the beach and",0,,False,0,,,no_exact_train_match
251,931,"no, thank you","no, thank you",1,,False,0,,,no_exact_train_match
252,389,ah man I cant believe how quickly this semester went by,ah man i cant believe how quickly this semester went by,1,,False,0,,,no_exact_train_match
253,256,dawg when I tell you this food was hittin but then my stomach started,dawg when i tell you this food was hittin but then my stomach started,0,,False,0,,,no_exact_train_match
254,822,and wondering if Thursday,and wondering if thursday,0,,False,0,,,no_exact_train_match
255,350,The new feature implementation requires us to uh let me think about,the new feature implementation requires us to uh let me think about,0,,False,0,,,no_exact_train_match
256,478,"Well honestly, I think the blue paint looks better in this lighting","well honestly, i think the blue paint looks better in this lighting",1,,False,0,,,no_exact_train_match
257,155,no thanks doesnt help me,no thanks doesnt help me,1,,False,0,,,no_exact_train_match
258,462,id be staying for 3 nights,id be staying for 3 nights,1,,False,0,,,no_exact_train_match
259,1282,"Could you take a look at how the-- well, the way that it seems to","could you take a look at how the-- well, the way that it seems to",0,,False,0,,,no_exact_train_match
260,632,cmere and lemme show ya sumthin bout the,cmere and lemme show ya sumthin bout the,0,,False,0,,,no_exact_train_match
261,132,Aisle have to check the male for the confirmation code,aisle have to check the male for the confirmation code,1,,False,0,,,no_exact_train_match
262,1863,You remember the previous implementation dont you when we had to,you remember the previous implementation dont you when we had to,0,,False,0,,,no_exact_train_match
263,1849,"We're supposed to submit the report by noon, right","we're supposed to submit the report by noon, right",1,,False,0,,,no_exact_train_match
264,1439,Do we need to bring our own-- the equipment's provided by the facility,do we need to bring our own-- the equipment's provided by the facility,1,,False,0,,,no_exact_train_match
265,1026,"The cluster is scaling, automatically scaling due to high traffic","the cluster is scaling, automatically scaling due to high traffic",1,,False,0,,,no_exact_train_match
266,274,ion even know why we switched frameworks when the old one was,ion even know why we switched frameworks when the old one was,0,,False,0,,,no_exact_train_match
267,582,coulda sworn i put my wallet right here on the table,coulda sworn i put my wallet right here on the table,1,,False,0,,,no_exact_train_match
268,756,"Mmkay, so if I'm following what you're saying about the","mmkay, so if i'm following what you're saying about the",0,0,False,1,749,0,diagnostic_only_count_lt_2
269,630,coulda been worse if ya think bout how they,coulda been worse if ya think bout how they,0,,False,0,,,no_exact_train_match
270,1974,when we got there,when we got there,1,,False,0,,,no_exact_train_match
271,1046,I'm getting these warnings these warnings in the console whenever,i'm getting these warnings these warnings in the console whenever,0,,False,0,,,no_exact_train_match
272,1293,They were explaining the process but then the workflow seemed to,they were explaining the process but then the workflow seemed to,0,,False,0,,,no_exact_train_match
273,355,"Contact support at extension 4321- no, 4312 for assistance","contact support at extension 4321- no, 4312 for assistance",1,,False,0,,,no_exact_train_match
274,1047,The kubernetes cluster the cluster configuration where we,the kubernetes cluster the cluster configuration where we,0,,False,0,,,no_exact_train_match
275,507,I'ma tell you sumthin that'll make ya laugh so hard,i'ma tell you sumthin that'll make ya laugh so hard,1,,False,0,,,no_exact_train_match
276,1295,Should we consider implementing the-- I mean if we look at how the,should we consider implementing the-- i mean if we look at how the,0,,False,0,,,no_exact_train_match
277,1262,the team was wondering if we could maybe depending on how the,the team was wondering if we could maybe depending on how the,0,,False,0,,,no_exact_train_match
278,540,Ya'll wanna come wit us to the movies tonight,ya'll wanna come wit us to the movies tonight,1,,False,0,,,no_exact_train_match
279,381,hey listen I really appreciate you helping me move into my new apartment,hey listen i really appreciate you helping me move into my new apartment,1,,False,0,,,no_exact_train_match
280,1039,Could you look at my code my code in the pull request that,could you look at my code my code in the pull request that,0,,False,0,,,no_exact_train_match
281,928,the team was working on the project on the project that would,the team was working on the project on the project that would,0,,False,0,,,no_exact_train_match
282,1992,the blue one,the blue one,1,,False,0,,,no_exact_train_match
283,5,I'm also looking for a cheap Chinese place to eat at,i'm also looking for a cheap chinese place to eat at,0,,False,0,,,no_exact_train_match
284,148,oh yeah I remember when we used to,oh yeah i remember when we used to,0,,False,0,,,no_exact_train_match
285,1475,we need to implement the new security protocols right but wait across all our systems by next month,we need to implement the new security protocols right but wait across all our systems by next month,1,,False,0,,,no_exact_train_match
286,884,mans really said shukran and dipped before anyone could,mans really said shukran and dipped before anyone could,0,,False,0,,,no_exact_train_match
287,1075,"Hey AI, can you switch to code mode - you know, code generation mode please","hey ai, can you switch to code mode - you know, code generation mode please",1,,False,0,,,no_exact_train_match
288,1486,our statistical analysis demonstrates let me interrupt clear correlation between these variables,our statistical analysis demonstrates let me interrupt clear correlation between these variables,1,,False,0,,,no_exact_train_match
289,1113,The confirmation email the confirmation email that was supposed to,the confirmation email the confirmation email that was supposed to,0,,False,0,,,no_exact_train_match
290,1630,"Anything that you recommend, I'm new to the town","anything that you recommend, i'm new to the town",1,,False,0,,,no_exact_train_match
291,169,they completely ruined my favorite book series with that terrible ending,they completely ruined my favorite book series with that terrible ending,1,,False,0,,,no_exact_train_match
292,1869,The client approved the design didnt they though there's still,the client approved the design didnt they though there's still,0,,False,0,,,no_exact_train_match
293,1161,the problem with the i found out the database backup completed successfully last night,the problem with the i found out the database backup completed successfully last night,1,,False,0,,,no_exact_train_match
294,481,I also need a hotel room,i also need a hotel room,1,,False,0,,,no_exact_train_match
295,857,Yes please. Get me the address,yes please. get me the address,1,,False,0,,,no_exact_train_match
296,695,"Hotel is nearby that corner, so you can start from","hotel is nearby that corner, so you can start from",0,,False,0,,,no_exact_train_match
297,10,What if traffic is,what if traffic is,0,,False,0,,,no_exact_train_match
298,986,"We need to validate these numbers, these conversion numbers specifically","we need to validate these numbers, these conversion numbers specifically",1,,False,0,,,no_exact_train_match
299,1717,I've updated the documentation with the latest API changes,i've updated the documentation with the latest api changes,1,,False,0,,,no_exact_train_match
300,1025,"They forgot my side dish, my side of sweet potato fries","they forgot my side dish, my side of sweet potato fries",1,,False,0,,,no_exact_train_match
301,433,"Thank you for your help, that is all I need today","thank you for your help, that is all i need today",1,,False,0,,,no_exact_train_match
302,471,"Wow, can you believe they actually finished the construction ahead of schedule","wow, can you believe they actually finished the construction ahead of schedule",1,,False,0,,,no_exact_train_match
303,1069,When I ask for creative solutions creative solutions you tend to,when i ask for creative solutions creative solutions you tend to,0,,False,0,,,no_exact_train_match
304,13,"I'm looking at train schedules from Cambridge to Birmingham, and was wondering about","i'm looking at train schedules from cambridge to birmingham, and was wondering about",0,,False,0,,,no_exact_train_match
305,241,I'm looking for an indonesian restaurant that's moderate in price,i'm looking for an indonesian restaurant that's moderate in price,1,,False,0,,,no_exact_train_match
306,681,yep yep and then when they started talking bout,yep yep and then when they started talking bout,0,,False,0,,,no_exact_train_match
307,1771,looking at the test results wouldnt you rather,looking at the test results wouldnt you rather,0,,False,0,,,no_exact_train_match
308,91,"Are there any chinese restaurants on the east side of town? If so, what is the address, phone number and post code","are there any chinese restaurants on the east side of town? if so, what is the address, phone number and post code",1,,False,0,,,no_exact_train_match
309,1298,The team suggested we might want to-- but then again when you think,the team suggested we might want to-- but then again when you think,0,,False,0,,,no_exact_train_match
310,1613,Device battery level is at 15% and needs charging immediately,device battery level is at 15% and needs charging immediately,1,,False,0,,,no_exact_train_match
311,904,can you check my reservation my hotel reservation for next Tuesday,can you check my reservation my hotel reservation for next tuesday,1,,False,0,,,no_exact_train_match
312,901,can you tell me where the meeting where the uh the meeting,can you tell me where the meeting where the uh the meeting,0,,False,0,,,no_exact_train_match
313,195,Is it a 4 star place,is it a 4 star place,1,,False,0,,,no_exact_train_match
314,351,We should probably consider updating the uh what's that framework called,we should probably consider updating the uh what's that framework called,0,,False,0,,,no_exact_train_match
315,1552,I will travel on Thursday. Anything you need,i will travel on thursday. anything you need,1,,False,0,,,no_exact_train_match
316,962,"We discussed this yesterday, we definitely discussed this in the standup","we discussed this yesterday, we definitely discussed this in the standup",1,,False,0,,,no_exact_train_match
317,843,my jija says dekho dekho whenever he wants to show something,my jija says dekho dekho whenever he wants to show something,1,,False,0,,,no_exact_train_match
318,1925,the new policy takes effect next month doesnt it,the new policy takes effect next month doesnt it,1,,False,0,,,no_exact_train_match
319,11,I prefer to stay in a moderate area,i prefer to stay in a moderate area,1,,False,0,,,no_exact_train_match
320,1525,the construction project should finish ... before the holiday season begins,the construction project should finish... before the holiday season begins,1,,False,0,,,no_exact_train_match
321,1063,Can I substitute the rice? The white rice for brown rice instead,can i substitute the rice? the white rice for brown rice instead,1,,False,0,,,no_exact_train_match
322,464,"Hmm, well considering the circumstances, I think we made the right choice","hmm, well considering the circumstances, i think we made the right choice",1,,False,0,,,no_exact_train_match
323,149,ight now Im sitting in my car outside the grocery store,ight now im sitting in my car outside the grocery store,1,,False,0,,,no_exact_train_match
324,1922,we could start the project now couldnt we if we just,we could start the project now couldnt we if we just,0,,False,0,,,no_exact_train_match
325,1730,still wondering about that other question and,still wondering about that other question and,0,,False,0,,,no_exact_train_match
326,1949,you cant seriously expect me to believe that can you,you cant seriously expect me to believe that can you,1,,False,0,,,no_exact_train_match
327,244,"The, the new coffee shop downtown is, is absolutely amazing, best lattes ever","the, the new coffee shop downtown is, is absolutely amazing, best lattes ever",1,,False,0,,,no_exact_train_match
328,1928,where did everyone save those files from the presentation that we,where did everyone save those files from the presentation that we,0,,False,0,,,no_exact_train_match
329,897,heh you really thought you could beat me,heh you really thought you could beat me,1,,False,0,,,no_exact_train_match
330,547,"Nope, I just need the entrance fee, phone number, and address of your favorite one","nope, i just need the entrance fee, phone number, and address of your favorite one",1,,False,0,,,no_exact_train_match
331,360,Hmm.. how about 12:15,hmm.. how about 12:15,1,,False,0,,,no_exact_train_match
332,519,Lemme tell ya bout what happened at work yesterday,lemme tell ya bout what happened at work yesterday,1,,False,0,,,no_exact_train_match
333,192,The washing machine is broken again i cant wait for my vacation next,the washing machine is broken again i cant wait for my vacation next,1,,False,0,,,no_exact_train_match
334,365,The user permissions should be set to allow uh which level was it,the user permissions should be set to allow uh which level was it,0,,False,0,,,no_exact_train_match
335,760,"Mmhm, that's precisely why I suggested the changes","mmhm, that's precisely why i suggested the changes",1,1,False,1,738,1,diagnostic_only_count_lt_2
336,255,From Kings lynn train station,from kings lynn train station,1,,False,0,,,no_exact_train_match
337,844,my lolo was telling me anak you should always remember how,my lolo was telling me anak you should always remember how,0,,False,0,,,no_exact_train_match
338,579,mighta been better if we went to the other restaurant,mighta been better if we went to the other restaurant,1,,False,0,,,no_exact_train_match
339,1761,Thanks now I need a taxi leaving the hotel by 23:30 going to the theatre,thanks now i need a taxi leaving the hotel by 23:30 going to the theatre,1,,False,0,,,no_exact_train_match
340,1083,Could you analyze this prompt? This complex prompt I've constructed,could you analyze this prompt? this complex prompt i've constructed,1,,False,0,,,no_exact_train_match
341,1670,"Around $10, but I'm not sure if I want a clear case or something with a","around $10, but i'm not sure if i want a clear case or something with a",0,,False,0,,,no_exact_train_match
342,356,"It's a loop that's supposed to iterate over a list, but it's not working as","it's a loop that's supposed to iterate over a list, but it's not working as",0,,False,0,,,no_exact_train_match
343,1951,you remember Sarah from accounting dont you she was the one who,you remember sarah from accounting dont you she was the one who,0,,False,0,,,no_exact_train_match
344,1035,Is the steak - the medium-rare steak - still available tonight,is the steak - the medium-rare steak - still available tonight,1,,False,0,,,no_exact_train_match
345,397,er well the thing is when you mentioned about the,er well the thing is when you mentioned about the,0,,False,0,,,no_exact_train_match
346,691,mm yeah yeah so when youre talking bout how the,mm yeah yeah so when youre talking bout how the,0,,False,0,,,no_exact_train_match
347,587,gonna need some help movin all these boxes upstairs,gonna need some help movin all these boxes upstairs,1,,False,0,,,no_exact_train_match
348,137,"That is all I need I will be on my way, tootles","that is all i need i will be on my way, tootles",1,,False,0,,,no_exact_train_match
349,109,considering the train schedule for monday and wondering if there's a,considering the train schedule for monday and wondering if there's a,0,,False,0,,,no_exact_train_match
350,1447,The team bus was supposed to-- they updated departure to 07:45 UTC,the team bus was supposed to-- they updated departure to 07:45 utc,1,,False,0,,,no_exact_train_match
351,935,booking one night at the avalon hotel would be and then somehow,booking one night at the avalon hotel would be and then somehow,0,,False,0,,,no_exact_train_match
352,1201,could you check if the system is i ran the diagnostics everything passed,could you check if the system is i ran the diagnostics everything passed,1,1,False,1,1249,1,diagnostic_only_count_lt_2
353,314,No thank you. That's all I need for now,no thank you. that's all i need for now,1,,False,0,,,no_exact_train_match
354,1878,"They've fixed all the major bugs already, haven't they","they've fixed all the major bugs already, haven't they",1,,False,0,,,no_exact_train_match
355,1568,considering another hotel in the same pricerange and maybe something like,considering another hotel in the same pricerange and maybe something like,0,,False,0,,,no_exact_train_match
356,1134,Could you resend the confirmation? The order confirmation email please,could you resend the confirmation? the order confirmation email please,1,,False,0,,,no_exact_train_match
357,181,my old phone broke down last week and honestly this new one takes much better photos of my garden,my old phone broke down last week and honestly this new one takes much better photos of my garden,1,,False,0,,,no_exact_train_match
358,41,I'm looking for a train headed to Cambridge,i'm looking for a train headed to cambridge,1,,False,0,,,no_exact_train_match
359,342,When you initialize the database you need to make sure that um hold on,when you initialize the database you need to make sure that um hold on,0,,False,0,,,no_exact_train_match
360,1618,Room 507 is booked from 2:00 PM to 4:30 PM tomorrow,room 507 is booked from 2:00 pm to 4:30 pm tomorrow,1,,False,0,,,no_exact_train_match
361,206,this this restaurant they they always mess up my order i i cant stand going there anymore,this this restaurant they they always mess up my order i i cant stand going there anymore,1,,False,0,,,no_exact_train_match
362,1724,The client approved our proposal for the mobile app redesign,the client approved our proposal for the mobile app redesign,1,,False,0,,,no_exact_train_match
363,487,bye everyone but did anyone see where those,bye everyone but did anyone see where those,0,,False,0,,,no_exact_train_match
364,1753,We should consider adding more testing phases to our workflow,we should consider adding more testing phases to our workflow,1,,False,0,,,no_exact_train_match
365,262,the way this project been stressin me out like I cant even with these,the way this project been stressin me out like i cant even with these,0,,False,0,,,no_exact_train_match
366,976,The client approved the design - the FINAL design we sent yesterday,the client approved the design - the final design we sent yesterday,1,,False,0,,,no_exact_train_match
367,592,lemme think bout how they was tryna explain the,lemme think bout how they was tryna explain the,0,,False,0,,,no_exact_train_match
368,468,"Ugh, don't even get me started on how the whole situation with","ugh, don't even get me started on how the whole situation with",0,,False,0,,,no_exact_train_match
369,606,Is there a gastropub in that area instead,is there a gastropub in that area instead,1,,False,0,,,no_exact_train_match
370,1267,"Should we schedule the meeting for-- perfect, I see you've booked it for March 15th","should we schedule the meeting for-- perfect, i see you've booked it for march 15th",1,,False,0,,,no_exact_train_match
371,1194,i wanted to ask about the project timeline but then i thought maybe we should,i wanted to ask about the project timeline but then i thought maybe we should,0,,False,0,,,no_exact_train_match
372,1297,"yes, if it has a three star rating","yes, if it has a three star rating",1,,False,0,,,no_exact_train_match
373,476,"Please make sure to submit your expense reports for the London conference by next Friday, and don't forget to include all receipts","please make sure to submit your expense reports for the london conference by next friday, and don't forget to include all receipts",1,,False,0,,,no_exact_train_match
374,1004,"We should sync with APAC, sync with the Singapore team tomorrow","we should sync with apac, sync with the singapore team tomorrow",1,,False,0,,,no_exact_train_match
375,1910,they should arrive soon shouldnt they assuming that,they should arrive soon shouldnt they assuming that,0,,False,0,,,no_exact_train_match
376,866,mans really pulled up saying assalamu alaikum and then,mans really pulled up saying assalamu alaikum and then,0,,False,0,,,no_exact_train_match
377,819,she really said gracias amor and dipped from the function,she really said gracias amor and dipped from the function,1,,False,0,,,no_exact_train_match
378,266,"Yo, the way this code review is dragging on and nobody's even addressing the main","yo, the way this code review is dragging on and nobody's even addressing the main",0,,False,0,,,no_exact_train_match
379,1933,thinking about the party size and whether to include,thinking about the party size and whether to include,0,,False,0,,,no_exact_train_match
380,1038,I'd like the pasta - the SPICY pasta with shrimp please,i'd like the pasta - the spicy pasta with shrimp please,1,,False,0,,,no_exact_train_match
381,1229,the database seems to be having some i restarted the server its working fine,the database seems to be having some i restarted the server its working fine,1,,False,0,,,no_exact_train_match
382,643,going to the restaurant at,going to the restaurant at,0,,False,0,,,no_exact_train_match
383,1566,before we implement the changes we should probably ... especially considering,before we implement the changes we should probably... especially considering,0,,False,0,,,no_exact_train_match
384,1991,looking at the,looking at the,0,,False,0,,,no_exact_train_match
385,180,the weather ruined our beach plans so we had an amazing indoor picnic with board games instead,the weather ruined our beach plans so we had an amazing indoor picnic with board games instead,1,,False,0,,,no_exact_train_match
386,1883,going to Don Pasquale and I need to figure out the best route but,going to don pasquale and i need to figure out the best route but,0,,False,0,,,no_exact_train_match
387,1059,"We ordered takeout, takeout for pickup at 6:30PM tonight","we ordered takeout, takeout for pickup at 6:30pm tonight",1,,False,0,,,no_exact_train_match
388,1352,"Should we ask the professor about-- wait, it's explained in the syllabus now","should we ask the professor about-- wait, it's explained in the syllabus now",1,,False,0,,,no_exact_train_match
389,1694,The center of town would be best,the center of town would be best,1,,False,0,,,no_exact_train_match
390,466,"Well actually, if you think about what Sarah said regarding the","well actually, if you think about what sarah said regarding the",0,,False,0,,,no_exact_train_match
391,197,"Thanks, can I also have the phone number and postcode","thanks, can i also have the phone number and postcode",1,,False,0,,,no_exact_train_match
392,1037,They're migrating the database the database where we keep all the,they're migrating the database the database where we keep all the,0,,False,0,,,no_exact_train_match
393,1098,I submitted my request my support request three days ago but,i submitted my request my support request three days ago but,0,,False,0,,,no_exact_train_match
394,1056,I'm working on that analysis that analysis about the market,i'm working on that analysis that analysis about the market,0,,False,0,,,no_exact_train_match
395,1985,from the grocery store,from the grocery store,1,1,False,1,1961,1,diagnostic_only_count_lt_2
396,1285,"Do you think we should wait for-- no, I confirm all stakeholders have responded","do you think we should wait for-- no, i confirm all stakeholders have responded",1,,False,0,,,no_exact_train_match
397,119,"I would like to find a hotel, preferable one that is moderately priced","i would like to find a hotel, preferable one that is moderately priced",1,,False,0,,,no_exact_train_match
398,1422,"yeah, i need a taxi to get me from the hotel to the restaurant","yeah, i need a taxi to get me from the hotel to the restaurant",1,,False,0,,,no_exact_train_match
399,1116,Can we process an exchange? An immediate exchange for the damaged item,can we process an exchange? an immediate exchange for the damaged item,1,,False,0,,,no_exact_train_match
400,80,Please enter your 6-digit code starting with 45,please enter your 6-digit code starting with 45,1,,False,0,,,no_exact_train_match
401,526,Somethin bout the way they was talkin made me think,somethin bout the way they was talkin made me think,0,,False,0,,,no_exact_train_match
402,921,my password stopped working it stopped working right after the system update,my password stopped working it stopped working right after the system update,1,,False,0,,,no_exact_train_match
403,1164,im thinking we should probably revise the whole thing because when i look at,im thinking we should probably revise the whole thing because when i look at,0,,False,0,,,no_exact_train_match
404,204,the the new system is is making me feel really really frustrated because whenever i,the the new system is is making me feel really really frustrated because whenever i,0,,False,0,,,no_exact_train_match
405,1344,"My childhood friend keeps trying to-- ah, she finally reached out on Instagram","my childhood friend keeps trying to-- ah, she finally reached out on instagram",1,,False,0,,,no_exact_train_match
406,1284,What is the price of the ticket and departure time,what is the price of the ticket and departure time,1,,False,0,,,no_exact_train_match
407,877,that sounds really,that sounds really,0,,False,0,,,no_exact_train_match
408,1286,The client mentioned they wanted to-- unless we should maybe,the client mentioned they wanted to-- unless we should maybe,0,,False,0,,,no_exact_train_match
409,248,so like when he pulled up in that whip and started actin all,so like when he pulled up in that whip and started actin all,0,,False,0,,,no_exact_train_match
410,575,imma head to the store bout now since its still open,imma head to the store bout now since its still open,1,,False,0,,,no_exact_train_match
411,810,I need to get my vida together porque this ain't working anymore,i need to get my vida together porque this ain't working anymore,1,,False,0,,,no_exact_train_match
412,1600,"That should work, what is the travel time on that","that should work, what is the travel time on that",0,,False,0,,,no_exact_train_match
413,1171,she mentioned something about the i confirmed the conference room is booked,she mentioned something about the i confirmed the conference room is booked,1,,False,0,,,no_exact_train_match
414,458,"Um, so about what happened at the meeting yesterday when Jim","um, so about what happened at the meeting yesterday when jim",0,,False,0,,,no_exact_train_match
415,865,bro wallahi i was boutta explain until the whole thing,bro wallahi i was boutta explain until the whole thing,0,,False,0,,,no_exact_train_match
416,1182,we should consider how to im going to schedule the planning session for monday,we should consider how to im going to schedule the planning session for monday,1,,False,0,,,no_exact_train_match
417,1572,"Try just 1 night, then","try just 1 night, then",0,,False,0,,,no_exact_train_match
418,1408,Of course. Can you tell me the address and entrance fee please,of course. can you tell me the address and entrance fee please,1,,False,0,,,no_exact_train_match
419,1148,Is the car going to be ready by,is the car going to be ready by,0,,False,0,,,no_exact_train_match
420,104,"Hi there, I need to know where I can find the Parkside Police Station","hi there, i need to know where i can find the parkside police station",1,,False,0,,,no_exact_train_match
421,1543,how many people are we expecting for dinner tonight,how many people are we expecting for dinner tonight,1,,False,0,,,no_exact_train_match
422,1176,The Rajmahal please,the rajmahal please,1,,False,0,,,no_exact_train_match
423,520,Imma hafta go to the store real quick for some groceries,imma hafta go to the store real quick for some groceries,1,,False,0,,,no_exact_train_match
424,423,thank you team for reviewing those files that we,thank you team for reviewing those files that we,0,,False,0,,,no_exact_train_match
425,1472,um so regarding those changes we discussed during yesterdays call I was wondering if you might be able to explain why the team,um so regarding those changes we discussed during yesterdays call i was wondering if you might be able to explain why the team,0,,False,0,,,no_exact_train_match
426,479,Phew! That presentation went way better than I expected it would,phew! that presentation went way better than i expected it would,1,,False,0,,,no_exact_train_match
427,1388,Flight AC419 will depart at 3:45 PM from Gate B7,flight ac419 will depart at 3:45 pm from gate b7,1,,False,0,,,no_exact_train_match
428,968,Mark's team - I mean Mark's WHOLE team - will be there tomorrow,mark's team - i mean mark's whole team - will be there tomorrow,1,,False,0,,,no_exact_train_match
429,1484,students who participate in extracurricular activities mine dont tend to perform better academically,students who participate in extracurricular activities mine dont tend to perform better academically,1,,False,0,,,no_exact_train_match
430,1109,The tracking number you provided the tracking number for my package isn't,the tracking number you provided the tracking number for my package isn't,0,,False,0,,,no_exact_train_match
431,87,distance showing 234 miles from,distance showing 234 miles from,0,,False,0,,,no_exact_train_match
432,1902,"I KNOW you've seen this movie before, haven't you","i know you've seen this movie before, haven't you",1,,False,0,,,no_exact_train_match
433,1373,The chemistry lab report should-- I see it's already been graded online,the chemistry lab report should-- i see it's already been graded online,1,,False,0,,,no_exact_train_match
434,1546,when you consider all the factors involved with ... and how that might affect,when you consider all the factors involved with... and how that might affect,0,,False,0,,,no_exact_train_match
435,1490,remote work policies increase not in our case employee satisfaction and retention,remote work policies increase not in our case employee satisfaction and retention,1,,False,0,,,no_exact_train_match
436,1049,Could you help me rephrase help me rephrase this prompt that I'm,could you help me rephrase help me rephrase this prompt that i'm,0,,False,0,,,no_exact_train_match
437,948,your badge your security badge needs to be renewed next month,your badge your security badge needs to be renewed next month,1,,False,0,,,no_exact_train_match
438,518,"Huh, that reminds me of that one time when we all","huh, that reminds me of that one time when we all",0,,False,0,,,no_exact_train_match
439,1287,I'm trying to understand why the metrics are showing such unusual,i'm trying to understand why the metrics are showing such unusual,0,,False,0,,,no_exact_train_match
440,1903,"You've seen the error logs, right, because there's something","you've seen the error logs, right, because there's something",0,,False,0,,,no_exact_train_match
441,604,betcha didnt know that when i tried to,betcha didnt know that when i tried to,0,,False,0,,,no_exact_train_match
442,245,"""I'm not, not sure how to feel about the changes because every time I","""i'm not, not sure how to feel about the changes because every time i",0,,False,0,,,no_exact_train_match
443,1616,No. I just told you that I want the,no. i just told you that i want the,0,,False,0,,,no_exact_train_match
444,615,I'd also like to book a taxi to go between the two. I'd like to leave Byard Art by 21:30,i'd also like to book a taxi to go between the two. i'd like to leave byard art by 21:30,1,,False,0,,,no_exact_train_match
445,709,hmm yeah yeah that makes way more sense than before,hmm yeah yeah that makes way more sense than before,1,1,False,1,669,1,diagnostic_only_count_lt_2
446,253,yall shoulda seen how this mans botched the presentation it was proper tragic,yall shoulda seen how this mans botched the presentation it was proper tragic,1,,False,0,,,no_exact_train_match
447,1662,I've been trying to perfect this new recipe but the sauce keeps,i've been trying to perfect this new recipe but the sauce keeps,0,,False,0,,,no_exact_train_match
448,326,"John's extension is 4455- I mean 4554, if you need to reach him","john's extension is 4455- i mean 4554, if you need to reach him",1,,False,0,,,no_exact_train_match
449,549,Lemme see if I can member what they was sayin bout,lemme see if i can member what they was sayin bout,1,,False,0,,,no_exact_train_match
450,453,aha now I understand why the printer keeps showing that error message,aha now i understand why the printer keeps showing that error message,1,,False,0,,,no_exact_train_match
451,720,about the postcode for Thanh Binh and wondering if it's really cb30af or,about the postcode for thanh binh and wondering if it's really cb30af or,0,,False,0,,,no_exact_train_match
452,1595,The conference room fits exactly 75 people at maximum capacity,the conference room fits exactly 75 people at maximum capacity,1,,False,0,,,no_exact_train_match
453,563,signing off for today bye see you tomorrow,signing off for today bye see you tomorrow,1,,False,0,,,no_exact_train_match
454,443,wow hold on I just remembered something about when we,wow hold on i just remembered something about when we,0,,False,0,,,no_exact_train_match
455,1234,the team suggested we should i got confirmation from management to proceed,the team suggested we should i got confirmation from management to proceed,1,,False,0,,,no_exact_train_match
456,53,"I was thinking about going to Byard Art, can you tell me the address and what the entrance fee is","i was thinking about going to byard art, can you tell me the address and what the entrance fee is",1,,False,0,,,no_exact_train_match
457,581,"She likes music and art, but I'm not sure what to","she likes music and art, but i'm not sure what to",0,,False,0,,,no_exact_train_match
458,1905,"Signing off, bye bye! Everything's set for tomorrow's meeting","signing off, bye bye! everything's set for tomorrow's meeting",1,,False,0,,,no_exact_train_match
459,1147,could you help me understand why the reports are so i mean the way that they,could you help me understand why the reports are so i mean the way that they,0,,False,0,,,no_exact_train_match
