row_index,id,normalized_text,exact_duplicate_flag,exact_duplicate_label_if_any,exact_duplicate_count,exact_duplicate_ids,exact_duplicate_labels,near_duplicate_099_flag,near_duplicate_099_label_if_any,near_duplicate_099_similarity,near_duplicate_id,split,fold
698,1937,are there any with free wifi available,0,-1,0,,,0,-1,0.4528301886792453,,train_oof,2
706,1283,"could we review the-- actually, i see you've marked it as urgent",0,-1,0,,,0,-1,0.35658914728682173,,train_oof,2
715,1695,the user feedback indicates that the interface might be too,0,-1,0,,,0,-1,0.48322147651006714,,train_oof,2
718,1803,these new headphones sound amazing right,0,-1,0,,,0,-1,0.5825242718446602,,train_oof,2
719,1215,the team suggested we should i spoke with leadership and got their approval,0,-1,0,,,0,-1,0.391304347826087,,train_oof,2
721,939,the coffee machine is broken the one is broken on the third floor,0,-1,0,,,0,-1,0.24347826086956523,,train_oof,2
724,867,sigh finally managed to finish all that paperwork today,0,-1,0,,,0,-1,0.656,,train_oof,2
732,650,oh yeah yeah that makes perfect sense now that you explain it,0,-1,0,,,0,-1,0.6428571428571429,,train_oof,2
737,1308,would it be possible to-- i see you've already granted the access rights,0,-1,0,,,0,-1,0.5352112676056338,,train_oof,2
740,1021,can you review my commits? my commits from last night's hotfix,0,-1,0,,,0,-1,0.4,,train_oof,2
744,571,dat new burger place downtown is prolly the best one yet,0,-1,0,,,0,-1,0.45454545454545453,,train_oof,2
745,268,"sis really came through with that bug fix, we love to see it periodt",0,-1,0,,,0,-1,0.3146067415730337,,train_oof,2
750,781,he was like szkoda że nie przyszłaś and i just stood there confused,0,-1,0,,,0,-1,0.37410071942446044,,train_oof,2
751,1868,we discussed this in the meeting didnt we before everything,0,-1,0,,,0,-1,0.44755244755244755,,train_oof,2
752,1186,im trying to understand why the system keeps i mean if we could just,1,0,1,1207,0,1,0,1.0,1207,train_oof,2
759,966,could you find a hotel that is near the,0,-1,0,,,0,-1,0.42105263157894735,,train_oof,2
761,424,hmm let me see if i can remember what she said about the,0,-1,0,,,0,-1,0.7368421052631579,,train_oof,2
767,160,this weather has destroyed all our plans and ruined the entire weekend,0,-1,0,,,0,-1,0.33707865168539325,,train_oof,2
768,1500,our marketing strategy should focus we already tried whenever the target audience,0,-1,0,,,0,-1,0.4489795918367347,,train_oof,2
771,1843,"this new software is much easier to use, wouldn't you agree",0,-1,0,,,0,-1,0.609375,,train_oof,2
780,1218,i wasnt sure about the deadline but i checked and its due next friday,0,-1,0,,,0,-1,0.48333333333333334,,train_oof,2
782,78,"well, if the pasta is, um, too expensive then i guess",0,-1,0,,,0,-1,0.35185185185185186,,train_oof,2
783,1830,"yes, everything has been great so far",0,-1,0,,,0,-1,0.3925233644859813,,train_oof,2
788,1531,the local farmers market opens... every saturday morning at sunrise,0,-1,0,,,0,-1,0.6616541353383458,,train_oof,2
789,215,that that movie was was absolutely um absolutely incredible i cant stop thinking about it,0,-1,0,,,0,-1,0.609271523178808,,train_oof,2
791,1502,the quantum computing research suggests no youre wrong when we consider the,0,-1,0,,,0,-1,0.44755244755244755,,train_oof,2
797,147,well basically everyone agreed to meet at the coffee shop tomorrow morning,0,-1,0,,,0,-1,0.3181818181818182,,train_oof,2
800,1184,the customer asked about delivery but i checked and their order shipped yesterday,0,-1,0,,,0,-1,0.4722222222222222,,train_oof,2
801,685,okay yeah yeah that explains the email from earlier,1,1,1,726,1,1,1,1.0,726,train_oof,2
817,1006,have you tested the api? the new api endpoints we deployed,0,-1,0,,,0,-1,0.4172661870503597,,train_oof,2
832,755,"yeah yeah, that's exactly how it should be done",0,-1,0,,,0,-1,0.6336633663366337,,train_oof,2
834,31,book a table for 1 on friday at 19:45 please. i'll need to have the reference number,0,-1,0,,,0,-1,0.49333333333333335,,train_oof,2
840,491,"oh my word, this spicy curry is making my eyes water so much",0,-1,0,,,0,-1,0.3333333333333333,,train_oof,2
847,1786,"i'm a beginner with no experience, but i'm",0,-1,0,,,0,-1,0.45112781954887216,,train_oof,2
849,757,considering the noodle bar menu and wondering if,0,-1,0,,,0,-1,0.7070707070707071,,train_oof,2
854,83,i will be departing from avalon,0,-1,0,,,0,-1,0.5,,train_oof,2
857,1516,renewable energy implementation we should discuss before the infrastructure,0,-1,0,,,0,-1,0.30434782608695654,,train_oof,2
858,1565,the customer feedback suggests that we might need to... although im not certain that,0,-1,0,,,0,-1,0.49673202614379086,,train_oof,2
871,89,account balance under $50 should be considered as,0,-1,0,,,0,-1,0.46938775510204084,,train_oof,2
872,862,the sensei was explaining about how we should focus on the,0,-1,0,,,0,-1,0.5321100917431193,,train_oof,2
875,1289,"could you possibly check if-- perfect, the backup completed at 07:00 utc",0,-1,0,,,0,-1,0.5753424657534246,,train_oof,2
877,1975,maybe later if,0,-1,0,,,0,-1,0.5333333333333333,,train_oof,2
883,899,the document should be in the shared folder in the shared um,0,-1,0,,,0,-1,0.3384615384615385,,train_oof,2
891,1122,the promotional code isn't working - the spring25 code on your website,0,-1,0,,,0,-1,0.3368421052631579,,train_oof,2
894,872,the lensfield hotel's parking situation is kinda um,0,-1,0,,,0,-1,0.46601941747572817,,train_oof,2
900,329,"the client's name is thompson- sorry, thomson with no 'p",0,-1,0,,,0,-1,0.3865546218487395,,train_oof,2
903,106,"any is fine, as long as it has free parking",0,-1,0,,,0,-1,0.5,,train_oof,2
910,1400,did someone already submit the-- i can confirm it went through at 07:20,0,-1,0,,,0,-1,0.5669291338582677,,train_oof,2
911,142,yes can you please. thank you,0,-1,0,,,0,-1,0.3582089552238806,,train_oof,2
924,1322,we were in the middle of the utc conversion when suddenly it just,0,-1,0,,,0,-1,0.6349206349206349,,train_oof,2
930,43,how about one that is in the expensive price range,0,-1,0,,,0,-1,0.591304347826087,,train_oof,2
932,506,"whew, finally finished organizing my entire closet after six hours",0,-1,0,,,0,-1,0.4838709677419355,,train_oof,2
938,788,do they have tables available,0,-1,0,,,0,-1,0.5454545454545454,,train_oof,2
942,675,"i purchased 12 tickets for the concert on april 15th, 2025",0,-1,0,,,0,-1,0.41739130434782606,,train_oof,2
943,863,i am just looking for information. what kind of hotel? hotel or guest house,0,-1,0,,,0,-1,0.5344827586206896,,train_oof,2
945,1480,i was thinking about what you said [thats not what i meant] regarding the project,0,-1,0,,,0,-1,0.6277372262773723,,train_oof,2
948,49,can you please check again? lan hong house,0,-1,0,,,0,-1,0.4520547945205479,,train_oof,2
949,1217,wow this is exactly what i was hoping we would achieve,0,-1,0,,,0,-1,0.42696629213483145,,train_oof,2
951,779,"ah yes, yes, that's exactly what i was trying to remember",0,-1,0,,,0,-1,0.7107438016528925,,train_oof,2
954,1211,have you noticed how the dashboard is showing these weird i mean its like,0,-1,0,,,0,-1,0.5594405594405595,,train_oof,2
956,1645,before starting the renovation we need to consider the,0,-1,0,,,0,-1,0.5172413793103449,,train_oof,2
964,1693,we should schedule the deployment for after business hours,0,-1,0,,,0,-1,0.5116279069767442,,train_oof,2
977,1158,i really dont think that the actually the new design looks much better than what we had before,0,-1,0,,,0,-1,0.5217391304347826,,train_oof,2
985,498,gotta get up early tomorra for that dentist 'pointment,0,-1,0,,,0,-1,0.45,,train_oof,2
990,666,uh huh got it so thats what the boss was talkin bout,0,-1,0,,,0,-1,0.543859649122807,,train_oof,2
993,143,honestly the blue shirt looks much better than the red one,0,-1,0,,,0,-1,0.44594594594594594,,train_oof,2
997,527,i was finna tell ya bout what happened when,0,-1,0,,,0,-1,0.651685393258427,,train_oof,2
1001,1941,we really nailed that presentation didnt we,0,-1,0,,,0,-1,0.4297520661157025,,train_oof,2
1002,1864,this should work in production shouldnt it although i'm worried that,0,-1,0,,,0,-1,0.35555555555555557,,train_oof,2
1003,29,we need to address those comments from the last code review that maybe,0,-1,0,,,0,-1,0.3333333333333333,,train_oof,2
1006,287,im going to wear my black uh my navy blue suit to the conference tomorrow,0,-1,0,,,0,-1,0.5538461538461539,,train_oof,2
1013,600,prolly shoulda mentioned earlier when they said,0,-1,0,,,0,-1,0.5714285714285714,,train_oof,2
1014,1395,"ok, how about an italian restaurant",0,-1,0,,,0,-1,0.43333333333333335,,train_oof,2
1023,722,okay yeah yeah and then what happened after the,0,-1,0,,,0,-1,0.6458333333333334,,train_oof,2
1043,652,mhm okay so thats why the system kept crashin yesterday,0,-1,0,,,0,-1,0.453781512605042,,train_oof,2
1047,315,the client asked for something like um maybe we should i mean,0,-1,0,,,0,-1,0.5692307692307692,,train_oof,2
1053,619,"i need a new phone case, something durable",0,-1,0,,,0,-1,0.42105263157894735,,train_oof,2
1062,1649,i am looking for a swimming pool to visit on the north side of town. can you help me with that,0,-1,0,,,0,-1,0.5416666666666666,,train_oof,2
1069,1984,like i was saying,0,-1,0,,,0,-1,0.3188405797101449,,train_oof,2
1070,1890,the tests are passing now arent they but i'm,0,-1,0,,,0,-1,0.32075471698113206,,train_oof,2
1078,1251,i want to find a hospital in town,0,-1,0,,,0,-1,0.3,,train_oof,2
1084,276,lowkey tired of how the staging environment keeps acting up whenever we,0,-1,0,,,0,-1,0.6382978723404256,,train_oof,2
1085,1625,i also need a taxi to get me there and back,0,-1,0,,,0,-1,0.6153846153846154,,train_oof,2
1092,390,mm well i was wondering if perhaps we could,0,-1,0,,,0,-1,0.6521739130434783,,train_oof,2
1107,159,the way the team came together and supported each other was really,0,-1,0,,,0,-1,0.37735849056603776,,train_oof,2
1108,24,could i have the post code,0,-1,0,,,0,-1,0.7142857142857143,,train_oof,2
1116,1571,our team managed to solve the problem... by approaching it from a different angle,0,-1,0,,,0,-1,0.32679738562091504,,train_oof,2
1119,629,dunno why my phone keeps actin up when i try texting,0,-1,0,,,0,-1,0.5346534653465347,,train_oof,2
1136,1887,you're familiar with the codebase arent you because i need,0,-1,0,,,0,-1,0.4175824175824176,,train_oof,2
1150,379,ah hold on i just remembered i left my keys in the kitchen drawer,0,-1,0,,,0,-1,0.3291139240506329,,train_oof,2
1151,946,the wifi keeps dropping it keeps dropping whenever im in the conference room,0,-1,0,,,0,-1,0.6285714285714286,,train_oof,2
1153,522,"maybe mexico, i've heard cancun is nice but i'm also thinking",0,-1,0,,,0,-1,0.3103448275862069,,train_oof,2
1159,247,aint nobody got time for them meetings when theyre runnin behind schedule like that,0,-1,0,,,0,-1,0.24516129032258063,,train_oof,2
1162,408,hmm well based on these test results we should adjust the medication dosage,0,-1,0,,,0,-1,0.42962962962962964,,train_oof,2
1170,1342,"i wanted to tell you about my-- wow, i see you've already met james at the party",0,-1,0,,,0,-1,0.52,,train_oof,2
1171,1705,the downtown renovation project will be completed by august 2025,0,-1,0,,,0,-1,0.39759036144578314,,train_oof,2
1176,1409,is it more of,0,-1,0,,,0,-1,0.35714285714285715,,train_oof,2
1184,167,dealing with this customer service representative is making me so,1,0,1,170,0,1,0,1.0,170,train_oof,2
1193,1345,"that should do it, thank you",0,-1,0,,,0,-1,0.36,,train_oof,2
1195,1277,i was just reviewing the documentation when suddenly the system kind of,0,-1,0,,,0,-1,0.6370370370370371,,train_oof,2
1209,220,my my car keeps keeps breaking down im im done with this unreliable piece of junk,0,-1,0,,,0,-1,0.33557046979865773,,train_oof,2
1214,1452,my grandmother taught me this recipe oh i know that one when i was just learning how to cook,0,-1,0,,,0,-1,0.7111111111111111,,train_oof,2
1218,1797,when you mentioned the client meeting wasnt there something,0,-1,0,,,0,-1,0.4,,train_oof,2
1219,1093,"can you find me an expensive place to stay, it should be only 4 stars and include free wifi and parking",0,-1,0,,,0,-1,0.4880952380952381,,train_oof,2
1228,1918,were all thinking the same thing arent we,0,-1,0,,,0,-1,0.6511627906976745,,train_oof,2
1233,270,"yooo, just pushed my first pr and the senior devs are showing mad love",0,-1,0,,,0,-1,0.17582417582417584,,train_oof,2
1240,1892,they're planning to refactor this module arent they once the,0,-1,0,,,0,-1,0.6610169491525424,,train_oof,2
1248,919,we should meet at six oclock yes six oclock at the main entrance,0,-1,0,,,0,-1,0.4339622641509434,,train_oof,2
1252,1536,the new security protocol requires... two factor authentication for all users,0,-1,0,,,0,-1,0.5205479452054794,,train_oof,2
1255,736,"yeah yeah, exactly what i thought about the new policy",1,1,1,769,1,1,1,1.0,769,train_oof,2
1256,1077,could you elaborate on this error? this validation error you mentioned,0,-1,0,,,0,-1,0.34782608695652173,,train_oof,2
1265,617,thanks. i also need a train for saturday,0,-1,0,,,0,-1,0.5416666666666666,,train_oof,2
1278,1305,i need a hospital please! i've been hurt,0,-1,0,,,0,-1,0.36220472440944884,,train_oof,2
1279,401,ah yes i remember now we need to pick up milk eggs and bread from the store,0,-1,0,,,0,-1,0.5793103448275863,,train_oof,2
1283,275,"ayy, just peeped how clean this refactoring turned out, we up",0,-1,0,,,0,-1,0.3434343434343434,,train_oof,2
1292,1441,was anyone able to get the-- team roster's just been updated online,0,-1,0,,,0,-1,0.6323529411764706,,train_oof,2
1298,1914,these documents need signing dont they unless we decide to,0,-1,0,,,0,-1,0.41935483870967744,,train_oof,2
6,1080,yes. do you know anything about a place called sheep's green and lammas land park fen causeway,0,-1,0,,,0,-1,0.25301204819277107,,train_oof,3
7,1460,the analysis confirms our initial wait let me see hypothesis about user engagement patterns,0,-1,0,,,0,-1,0.32748538011695905,,train_oof,3
12,1741,i was trying to access the repository but the permissions seem to be,0,-1,0,,,0,-1,0.46616541353383456,,train_oof,3
14,1588,considering the huntingdon marriott hotel but the location is somewhat,0,-1,0,,,0,-1,0.5384615384615384,,train_oof,3
15,1986,by taking the bus,0,-1,0,,,0,-1,0.22535211267605634,,train_oof,3
18,1778,you have. thank you. goodbye,0,-1,0,,,0,-1,0.5,,train_oof,3
27,1132,no,0,-1,0,,,0,-1,0.36363636363636365,,train_oof,3
28,260,mans really stood there lookin all types of confused while everybody was,0,-1,0,,,0,-1,0.4444444444444444,,train_oof,3
32,422,ah shoot what was i supposed to do with the thing that,0,-1,0,,,0,-1,0.5283018867924528,,train_oof,3
36,1223,they mentioned something about how the updates might affect the,0,-1,0,,,0,-1,0.631578947368421,,train_oof,3
37,1248,"okay, that sounds good, but what about my resume, i was thinking of",0,-1,0,,,0,-1,0.4367816091954023,,train_oof,3
38,88,i think the serial number 789xb requires,0,-1,0,,,0,-1,0.46808510638297873,,train_oof,3
41,341,"connect to server a- no, server b for the backup process",0,-1,0,,,0,-1,0.48695652173913045,,train_oof,3
43,1102,could you explain your reasoning? your logical reasoning for this output,0,-1,0,,,0,-1,0.5048543689320388,,train_oof,3
45,1152,im not sure if this is the right i can confirm the numbers match the quarterly report,0,-1,0,,,0,-1,0.4431137724550898,,train_oof,3
48,985,the ac isn't working - the ac in conference room c,0,-1,0,,,0,-1,0.4409448818897638,,train_oof,3
51,1137,we need to discuss the budget for next i just noticed that something in the,0,-1,0,,,0,-1,0.6382978723404256,,train_oof,3
58,1757,remember to back up your files before installing the update,0,-1,0,,,0,-1,0.3829787234042553,,train_oof,3
65,1097,the two-factor authentication two-factor authentication process keeps,0,-1,0,,,0,-1,0.5205479452054794,,train_oof,3
66,1302,"yes, is either of these hotels located in the north",0,-1,0,,,0,-1,0.45,,train_oof,3
76,1058,can you show me examples? real-world examples of what you mean,0,-1,0,,,0,-1,0.24778761061946902,,train_oof,3
86,990,i want indian food,0,-1,0,,,0,-1,0.5,,train_oof,3
87,1967,kind of like,0,-1,0,,,0,-1,0.3287671232876712,,train_oof,3
89,564,boutta start my new job next week at the mall,0,-1,0,,,0,-1,0.4716981132075472,,train_oof,3
94,1030,i am not particular. where are they located,0,-1,0,,,0,-1,0.4,,train_oof,3
95,1513,machine learning algorithms could thats not what i meant as the data suggests,0,-1,0,,,0,-1,0.21897810218978103,,train_oof,3
101,283,she told me that the document was um you know how sometimes you cant quite remember the,0,-1,0,,,0,-1,0.3609022556390977,,train_oof,3
103,1560,after reviewing all the candidates... we decided to promote sarah from within,0,-1,0,,,0,-1,0.47058823529411764,,train_oof,3
106,1311,could someone explain why the database is kind of like,0,-1,0,,,0,-1,0.45614035087719296,,train_oof,3
111,84,number of participants attending the,0,-1,0,,,0,-1,0.40707964601769914,,train_oof,3
114,3,i need the train for saturday and i'm going to cambridge,0,-1,0,,,0,-1,0.5416666666666666,,train_oof,3
120,1120,i've been trying to access trying to access my dashboard but it,0,-1,0,,,0,-1,0.56,,train_oof,3
123,1711,if we could implement a caching mechanism for the,0,-1,0,,,0,-1,0.3898305084745763,,train_oof,3
130,1904,"that's really impressive how you handled the meeting, wasn't it",0,-1,0,,,0,-1,0.5765765765765766,,train_oof,3
134,1690,i'm trying to get to the police station but somehow it got to,0,-1,0,,,0,-1,0.463768115942029,,train_oof,3
135,1629,i need to take a train to cambridge after 09:30,0,-1,0,,,0,-1,0.5046728971962616,,train_oof,3
136,732,"yes, please provide the phone number",0,-1,0,,,0,-1,0.7105263157894737,,train_oof,3
149,50,yes. that's exactly what i'm looking for,0,-1,0,,,0,-1,0.6597938144329897,,train_oof,3
151,1372,"have you seen where the-- alright, found the study room on the third floor",0,-1,0,,,0,-1,0.5960264900662252,,train_oof,3
154,1721,"ok, thanks for the",0,-1,0,,,0,-1,0.6857142857142857,,train_oof,3
155,641,"hello, i'm looking for information on the",0,-1,0,,,0,-1,0.56,,train_oof,3
157,631,boutta start cookin some ramen cause im way too hungry now,0,-1,0,,,0,-1,0.5882352941176471,,train_oof,3
159,27,i am looking for a cheap chinese place that has,0,-1,0,,,0,-1,0.5102040816326531,,train_oof,3
162,1370,i am planning a trip in cambridge,0,-1,0,,,0,-1,0.5714285714285714,,train_oof,3
185,1180,i was wondering if maybe oh i see youve already submitted the expense report,0,-1,0,,,0,-1,0.4666666666666667,,train_oof,3
186,1020,"i've updated the workflow, the github actions workflow for testing",0,-1,0,,,0,-1,0.32592592592592595,,train_oof,3
221,539,"i was going to- actually, i'm not sure what i was",0,-1,0,,,0,-1,0.4166666666666667,,train_oof,3
227,385,yes the new security protocols are now fully implemented,0,-1,0,,,0,-1,0.49624060150375937,,train_oof,3
229,1074,can we split the bill? split the bill between four credit cards,0,-1,0,,,0,-1,0.4032258064516129,,train_oof,3
236,1691,before pushing to production we need to make sure that the security,0,-1,0,,,0,-1,0.183206106870229,,train_oof,3
237,1579,during the meeting i wanted to bring up... but i wasnt sure if,0,-1,0,,,0,-1,0.39669421487603307,,train_oof,3
238,758,which one would be best for dinner tonight probably,0,-1,0,,,0,-1,0.26229508196721313,,train_oof,3
244,1668,the city council voted to expand the bike lane network downtown,0,-1,0,,,0,-1,0.4696969696969697,,train_oof,3
253,98,that sounds great. i'll need a reservation for 6 people for 4 nights on thursday,0,-1,0,,,0,-1,0.35233160621761656,,train_oof,3
261,1764,the cats been sleeping all day hasnt she,0,-1,0,,,0,-1,0.6,,train_oof,3
264,1361,"i can't seem to find my-- nevermind, my calculator's in my locker",0,-1,0,,,0,-1,0.38235294117647056,,train_oof,3
265,945,it will just be a table for one. go ahead and book it,0,-1,0,,,0,-1,0.425,,train_oof,3
270,1822,"that presentation template looks much cleaner now, wouldn't you agree",0,-1,0,,,0,-1,0.609375,,train_oof,3
272,308,please call sarah- i mean jennifer in hr about the forms,0,-1,0,,,0,-1,0.18461538461538463,,train_oof,3
273,1133,yes. that's right,0,-1,0,,,0,-1,0.358974358974359,,train_oof,3
280,1385,i was just about to start studying when my laptop suddenly,0,-1,0,,,0,-1,0.7213114754098361,,train_oof,3
283,168,they said yes,0,-1,0,,,0,-1,0.3157894736842105,,train_oof,3
288,1818,"even though it was r raining, i still i still managed to finish my morning run",0,-1,0,,,0,-1,0.45112781954887216,,train_oof,3
294,846,i would like to find a restaurant in the centre,0,-1,0,,,0,-1,0.75,,train_oof,3
296,420,gosh darn it i accidentally deleted all my vacation photos from last summer,0,-1,0,,,0,-1,0.34074074074074073,,train_oof,3
301,1317,we might need to consider-- i see the team has already addressed that issue,0,-1,0,,,0,-1,0.5857142857142857,,train_oof,3
310,950,about the price range and uh,0,-1,0,,,0,-1,0.5384615384615384,,train_oof,3
321,1141,could you check my case number? my support case #2025-0312,0,-1,0,,,0,-1,0.5454545454545454,,train_oof,3
330,778,"mhm, okay, i see why everyone voted for that option",1,1,1,753,1,1,1,1.0,753,train_oof,3
338,823,bro why you moving so challah take your time with it still,0,-1,0,,,0,-1,0.30303030303030304,,train_oof,3
359,1539,the artificial intelligence system learned... to recognize complex patterns in data,0,-1,0,,,0,-1,0.41025641025641024,,train_oof,3
361,956,i was wondering if- if maybe we could sort of,0,-1,0,,,0,-1,0.5294117647058824,,train_oof,3
373,1094,let's review your suggestion - your latest suggestion about the code,0,-1,0,,,0,-1,0.37593984962406013,,train_oof,3
378,513,what other cuisines are available for a moderate price range in the centre of town,0,-1,0,,,0,-1,0.6891891891891891,,train_oof,3
384,2,"i actually really need a booking in the east. is it possible for you to book me at the express holiday inn by cambridge instead? for tuesday, 3 people 4 nights",0,-1,0,,,0,-1,0.25773195876288657,,train_oof,3
391,1332,my oldest friend was telling me about how she wanted to maybe,0,-1,0,,,0,-1,0.5862068965517241,,train_oof,3
394,319,before we start i just wanted to say that um well the thing is,0,-1,0,,,0,-1,0.5471698113207547,,train_oof,3
395,323,they mentioned something about implementing the new uh what was it,0,-1,0,,,0,-1,0.24347826086956523,,train_oof,3
399,807,the professor was explaining and then said donc basically we all failed,0,-1,0,,,0,-1,0.2823529411764706,,train_oof,3
403,1956,that new restaurant was amazing wasnt it,0,-1,0,,,0,-1,0.6730769230769231,,train_oof,3
409,1163,were trying to figure out how to the new process is now fully documented,1,1,1,1206,1,1,1,1.0,1206,train_oof,3
416,488,"wow, speaking of what happened at the restaurant when we",0,-1,0,,,0,-1,0.7627118644067796,,train_oof,3
417,1272,the security team mentioned some i implemented all the required patches,0,-1,0,,,0,-1,0.4888888888888889,,train_oof,3
419,532,there will be 8 guests,0,-1,0,,,0,-1,0.3614457831325301,,train_oof,3
425,1321,"do we need to wait for-- no, all the tests passed successfully",0,-1,0,,,0,-1,0.6962962962962963,,train_oof,3
428,1250,considering the north and moderate price range and maybe something like,0,-1,0,,,0,-1,0.7323943661971831,,train_oof,3
434,1960,by taking the bus,0,-1,0,,,0,-1,0.22535211267605634,,train_oof,3
443,1318,not sure about that,0,-1,0,,,0,-1,0.5666666666666667,,train_oof,3
456,1882,"you'll be attending the workshop next week, won't you",0,-1,0,,,0,-1,0.5423728813559322,,train_oof,3
458,1935,everyone loves chocolate cake dont they,0,-1,0,,,0,-1,0.39603960396039606,,train_oof,3
459,450,er well the thing about what we discussed earlier was,0,-1,0,,,0,-1,0.5681818181818182,,train_oof,3
461,1913,the wifi seems faster today isnt it,0,-1,0,,,0,-1,0.64,,train_oof,3
467,1115,no i believe we got everything covered today.thanks. goodbye,0,-1,0,,,0,-1,0.5416666666666666,,train_oof,3
483,590,cmere and look at what the cat did to the curtains,0,-1,0,,,0,-1,0.43564356435643564,,train_oof,3
485,135,we should higher someone to fix the broken printer,0,-1,0,,,0,-1,0.3652173913043478,,train_oof,3
488,902,im looking for sarah from accounting sarah who handles the payroll systemell,0,-1,0,,,0,-1,0.37037037037037035,,train_oof,3
498,1430,our team captain tried to explain why we should,0,-1,0,,,0,-1,0.5043478260869565,,train_oof,3
500,1412,i thought our team practice would-- looks like coach rescheduled for thursday,0,-1,0,,,0,-1,0.18439716312056736,,train_oof,3
508,603,hafta admit dat new security guard is doin a real good job,0,-1,0,,,0,-1,0.35772357723577236,,train_oof,3
518,298,"could you grab me that file- the blue one, no the red one from my desk",0,-1,0,,,0,-1,0.5521472392638037,,train_oof,3
520,399,i am looking for a expensive place to eat in the centre,0,-1,0,,,0,-1,0.6134969325153374,,train_oof,3
521,1145,"no, that's not right. we need to do",0,-1,0,,,0,-1,0.5348837209302325,,train_oof,3
523,854,i told my nani about what happened and she just started,0,-1,0,,,0,-1,0.5714285714285714,,train_oof,3
524,543,ya know how sometimes when yer tryna explain,0,-1,0,,,0,-1,0.82,,train_oof,3
526,202,my my daughter she she did so amazing in her in her first dance recital im so proud,0,-1,0,,,0,-1,0.4563758389261745,,train_oof,3
527,1777,thinking about the new project timeline isnt there a way to,0,-1,0,,,0,-1,0.625,,train_oof,3
530,1159,i was thinking we should maybe we need to schedule the team meeting for next tuesday morning,0,-1,0,,,0,-1,0.5394736842105263,,train_oof,3
531,860,that was all i needed,0,-1,0,,,0,-1,0.4155844155844156,,train_oof,3
533,817,she really said vale vale and then ghosted everyone après ça,0,-1,0,,,0,-1,0.3055555555555556,,train_oof,3
534,1977,next to sarah,0,-1,0,,,0,-1,0.3055555555555556,,train_oof,3
535,1394,"was anyone able to access the-- oh good, the server's back up finally",0,-1,0,,,0,-1,0.6029411764705882,,train_oof,3
538,878,giggle hehe that meme you sent was actually hilarious,0,-1,0,,,0,-1,0.4594594594594595,,train_oof,3
545,1899,"we should implement these security patches first, shouldn't we",0,-1,0,,,0,-1,0.4603174603174603,,train_oof,3
546,235,"oh my, my heart started racing when i saw the, the email from",0,-1,0,,,0,-1,0.3050847457627119,,train_oof,3
553,1962,during summer break,0,-1,0,,,0,-1,0.3291139240506329,,train_oof,3
559,330,let's schedule it for may- i meant june 15th at 2 pm,0,-1,0,,,0,-1,0.3925233644859813,,train_oof,3
560,1640,"that is everything, still ironing out details, so i will call them later, thanks for your help",0,-1,0,,,0,-1,0.36923076923076925,,train_oof,3
562,1861,they're supposed to deliver the hardware today arent they unless,0,-1,0,,,0,-1,0.4740740740740741,,train_oof,3
574,811,bro that's cap fr fr على راسي i wouldn't lie about this,0,-1,0,,,0,-1,0.4107142857142857,,train_oof,3
582,1641,during the town hall meeting several residents expressed concerns about,0,-1,0,,,0,-1,0.41025641025641024,,train_oof,3
588,991,can you check the status check the status of that thing where we,0,-1,0,,,0,-1,0.7642276422764228,,train_oof,3
607,655,mmhm yeah and when you were saying bout the way that,0,-1,0,,,0,-1,0.7128712871287128,,train_oof,3
613,230,"i-i'm feeling really, really excited about this new job opportunity",0,-1,0,,,0,-1,0.38016528925619836,,train_oof,3
625,1969,under the table,0,-1,0,,,0,-1,0.5555555555555556,,train_oof,3
626,1631,your package weighing 12.4 kg will cost $78.50 to ship,0,-1,0,,,0,-1,0.3418803418803419,,train_oof,3
638,550,gonna hafta ask my sis if she wants to come too,0,-1,0,,,0,-1,0.46511627906976744,,train_oof,3
649,1477,the main reason i wanted to discuss excuse me but because yesterday when,0,-1,0,,,0,-1,0.5324675324675324,,train_oof,3
652,1131,"the installation guide is missing, missing from my delivery package",0,-1,0,,,0,-1,0.3230769230769231,,train_oof,3
655,445,i was wondering if it would be possible to find out more about the availability of rooms at both hotels for a three-night stay starting on,0,-1,0,,,0,-1,0.34065934065934067,,train_oof,3
656,903,the new software update the mandatory update needs to be installed today,0,-1,0,,,0,-1,0.5714285714285714,,train_oof,3
657,686,okay okay so let me see if i got this part where,0,-1,0,,,0,-1,0.5306122448979592,,train_oof,3
659,912,im trying to remember his name his name from the sales,0,-1,0,,,0,-1,0.49295774647887325,,train_oof,3
681,1915,youve heard about the merger havent you because apparently,0,-1,0,,,0,-1,0.3956043956043956,,train_oof,3
682,785,my tita always says anak you need to eat more kain tayo,0,-1,0,,,0,-1,0.49572649572649574,,train_oof,3
685,152,wow this new recipe turned out absolutely wonderful,0,-1,0,,,0,-1,0.5528455284552846,,train_oof,3
686,605,gimme a sec while i try to member what the,1,0,1,651,0,1,0,1.0,651,train_oof,3
696,1708,let me check... uhmm,0,-1,0,,,0,-1,0.358974358974359,,train_oof,3
702,850,"i just need to know the how many stars it has, the phone number there, and if they have wifi",0,-1,0,,,0,-1,0.5038167938931297,,train_oof,3
703,297,"i need to send this email to mark- no, wait, to mary from accounting",0,-1,0,,,0,-1,0.3652173913043478,,train_oof,3
705,1303,can you find a train going to cambridge that leaves after 19:45,0,-1,0,,,0,-1,0.5040650406504065,,train_oof,3
708,164,the service at this restaurant was horrible and the food was inedible,0,-1,0,,,0,-1,0.4768211920529801,,train_oof,3
